country,year,sex,list,agf,cause,total,d0,d1,d5,d10,d15,d20,d25,d30,d35,d40,d45,d50,d55,d60,d65,d70,d75,d80,d85p,d85,d90p,d90,d95p,d95,d100p
LVA,1956,1,interm,1,87,23.97249,0.01,0,0,0,0,0.010311,0,0,0,0,0,0.539031,0.508278,3.217909,4.067849,4.601531,4.605484,3.692294,2.719806,.,.,.,.,.,.
LVA,1956,1,interm,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
LVA,1956,1,interm,1,89,215.8438,215.4584,0.174105,0.092846,0.082802,0.035668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
LVA,1956,1,interm,1,90,93.15965,81.5733,4.402692,2.34784,2.093867,0.901959,1.840001,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
LVA,1956,1,interm,1,91,21.76649,21.76649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
LVA,1956,1,interm,1,92,226.8288,0.322,2.953678,13.60959,12.42577,16.03128,22.00465,27.08432,13.84785,13.61113,14.80438,21.82501,14.41036,13.58822,5.663242,7.159061,8.098298,8.105255,6.498119,4.786622,.,.,.,.,.,.
LVA,1956,1,interm,1,93,33.40702,0,0.166993,1.263054,1.16924,1.613774,3.63067,4.253384,2.117273,2.081079,2.318578,3.418108,2.278583,2.148585,0.976084,1.233895,1.395775,1.396975,1.119979,0.824995,.,.,.,.,.,.
LVA,1956,1,interm,1,94,196.3112,0,9.307549,17.30848,14.4638,26.9101,40.59937,28.16986,9.343802,9.184071,7.982209,11.76759,4.209085,3.968946,1.839906,2.325876,2.631019,2.633281,2.111146,1.555104,.,.,.,.,.,.
LVA,1956,1,interm,1,95,23.22122,0.9195,3.412747,0.881126,0.804128,0.800121,1.237552,1.507426,1.018603,1.001191,1.138099,1.677816,0.990405,0.9339,0.969186,1.225176,1.385914,1.387104,1.112065,0.819165,.,.,.,.,.,.
LVA,1956,1,interm,1,96,55.97819,0.333335,1.266306,0.539714,0.471428,0.518856,6.30152,6.066602,4.888796,4.805224,5.774659,8.513156,4.510957,4.253598,1.086558,1.373546,1.553748,1.555084,1.246737,0.918366,.,.,.,.,.,.
LVA,1956,1,interm,1,97,51.79437,1.54,5.715745,1.47573,1.319299,1.240878,4.646554,4.785182,3.736315,3.672443,4.344191,6.404324,3.466763,3.268977,0.867944,1.097192,1.241138,1.242205,0.995897,0.733594,.,.,.,.,.,.
LVA,1956,1,interm,1,98,27.28914,0.438021,1.687294,0.929356,0.815401,0.979935,2.721825,2.654673,1.837248,1.805841,2.164777,3.191372,1.815193,1.711631,0.637343,0.805685,0.911386,0.91217,0.731302,0.538689,.,.,.,.,.,.
LVA,1956,1,interm,1,99,233.8523,0,0,2.188428,3.08968,13.05917,21.65398,33.547,20.8799,20.52296,16.62116,24.50335,19.4051,18.298,5.631342,7.118735,8.05268,8.059599,6.461514,4.759658,.,.,.,.,.,.
LVA,1956,1,interm,1,100,56.14426,2.04,0,0.558049,0.497683,3.722697,9.465884,8.554486,5.105319,5.018044,3.016702,4.447303,1.649434,1.555329,1.47702,1.867142,2.112103,2.113918,1.694763,1.248391,.,.,.,.,.,.
LVA,1956,1,interm,1,101,52.20033,0.84375,1.692667,3.282237,2.799994,5.2401,5.868183,5.388063,3.040968,2.988983,2.937189,4.330082,3.289392,3.101727,1.039204,1.313687,1.486037,1.487314,1.192404,0.878345,.,.,.,.,.,.
LVA,1956,1,interm,1,102,6.122031,0.102054,0.302418,0.549718,0.469701,0.857448,0.420681,0.386333,0.219966,0.216206,0.213571,0.314852,0.235098,0.221685,0.226512,0.286341,0.323907,0.324185,0.259905,0.19145,.,.,.,.,.,.
