country,year,sex,list,agf,cause,total,d0,d1,d5,d10,d15,d20,d25,d30,d35,d40,d45,d50,d55,d60,d65,d70,d75,d80,d85p,d85,d90p,d90,d95p,d95,d100p
EST,1955,1,interm,1,89,244.392,244.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
EST,1955,1,interm,1,90,52.82069,49.91521,0.988183,0.770127,1.147169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
EST,1955,1,interm,1,91,3.751729,3.751729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
EST,1955,1,interm,1,92,245.8872,2.136377,4.040368,5.861173,6.905497,11.92004,45.88603,36.03752,21.89496,17.4833,15.78487,27.50247,12.59143,13.70865,4.053662,4.740842,5.018488,4.817192,3.408132,2.096243,.,.,.,.,.,.
EST,1955,1,interm,1,93,57.66218,0.332163,0.571108,1.035675,1.283694,2.069934,7.00598,5.708146,3.45449,2.758436,2.477854,4.317245,1.874437,2.040756,3.818131,4.465382,4.726897,4.537299,3.210107,1.974445,.,.,.,.,.,.
EST,1955,1,interm,1,94,109.1222,0,5.235581,6.29226,10.57633,21.64498,25.73966,9.348349,5.646424,4.508715,2.938878,5.120504,3.653576,3.977756,0.745617,0.872015,0.923083,0.886059,0.62688,0.385574,.,.,.,.,.,.
EST,1955,1,interm,1,95,13.51023,1.07174,2.865178,1.113885,0.380114,1.002455,1.077379,0.673021,0.383857,0.306512,0.317979,0.554026,0.466579,0.507979,0.468532,0.547957,0.580049,0.556783,0.393919,0.242289,.,.,.,.,.,.
EST,1955,1,interm,1,96,37.13516,0.136168,0.364026,0.141521,0.048294,0.112845,7.870805,4.482979,2.960524,2.364002,2.680401,4.670147,4.144343,4.512067,0.444599,0.519968,0.55042,0.528342,0.373799,0.229913,.,.,.,.,.,.
EST,1955,1,interm,1,97,52.30491,0.606415,1.621183,0.630262,0.215077,0.57207,10.2361,5.890385,3.828521,3.057103,3.436302,5.987176,5.287673,5.756843,0.870002,1.017485,1.077075,1.033873,0.731457,0.449898,.,.,.,.,.,.
EST,1955,1,interm,1,98,28.77927,2.073535,3.881472,3.227959,3.067409,5.236773,1.702835,1.559421,0.916768,0.732046,0.639625,1.114439,0.51617,0.561969,0.596067,0.697114,0.73794,0.70834,0.501147,0.30824,.,.,.,.,.,.
EST,1955,1,interm,1,99,172.7688,0,0,0,0.545455,5.771406,36.82467,20.29423,12.25992,9.78964,11.1842,19.48658,12.28822,13.37854,5.197714,6.078833,6.43484,6.176735,4.369995,2.687858,.,.,.,.,.,.
EST,1955,1,interm,1,100,47.02111,3.064237,1.064201,1.833634,1.207547,3.174273,11.50913,5.211055,2.94972,2.355374,1.380268,2.404883,1.313843,1.430418,1.364265,1.595535,1.688979,1.621233,1.14701,0.705493,.,.,.,.,.,.
EST,1955,1,interm,1,101,18.65388,0.979268,0.44027,0.517467,0.582646,1.217996,2.518271,2.327617,1.749355,1.396873,0.850156,1.481254,1.602791,1.745006,0.209097,0.244544,0.258865,0.248481,0.175799,0.108129,.,.,.,.,.,.
EST,1955,1,interm,1,102,8.489196,0.235932,0.272834,0.175659,0.139679,0.294427,0.92786,0.818446,0.607209,0.484861,0.314134,0.547326,0.567231,0.61756,0.417557,0.488342,0.516941,0.496207,0.351062,0.215929,.,.,.,.,.,.
EST,1955,1,interm,1,103,86.60766,3.655654,4.800282,2.884598,2.151105,5.584376,11.77234,10.32638,6.775851,5.410569,3.526563,6.144446,5.879294,6.40096,1.897154,2.218766,2.348705,2.2545,1.595042,0.981063,.,.,.,.,.,.
EST,1956,1,short,1,0,6055.60021,525.600017,100.999995,44.999998,37.000001,72.000006,225.999957,170.999995,121.999995,116.000002,178.999993,248.000003,381,467.99996,562.999979,653.000054,700.999934,704.000072,457.999959,285.000009,.,.,.,.,.,.
EST,1956,1,interm,1,1,27.48765,21.189,2.886997,0.717432,0.244075,0,0,0.140109,0,0,0,0,0.031622,0.038844,0.374816,0.434733,0.466688,0.468685,0.304913,0.18974,.,.,.,.,.,.
EST,1956,1,interm,1,2,46.88898,40.47187,4.009558,0.617483,0.210072,0,0,0,0,0,0,0,0,0,0.264429,0.306701,0.329246,0.330654,0.215114,0.133858,.,.,.,.,.,.
EST,1956,1,interm,1,3,472.1938,6.053436,6.089445,1.021951,1.043024,5.097242,21.50999,20.2287,21.90878,20.8313,36.53384,50.61671,52.7213,64.76001,27.40993,31.79162,34.12853,34.27459,22.29796,13.87537,.,.,.,.,.,.
EST,1956,1,interm,1,4,13.79136,8.777483,0,0.378122,0.385919,0,0,0,0,0,0,0,0.45656,0.560814,0.540986,0.627466,0.67359,0.676472,0.440091,0.273856,.,.,.,.,.,.
EST,1956,1,interm,1,5,8.373184,3.552431,1.229166,0.54838,0.557621,0.066194,0.065074,0.277776,0.097618,0.092815,0.468589,0.649219,0.082356,0.101165,0.097868,0.113513,0.121858,0.122381,0.079617,0.049543,.,.,.,.,.,.
EST,1956,1,interm,1,6,0.000244,6.8e-05,5e-06,1e-06,2e-06,3e-06,2e-06,6.5e-05,1e-06,1e-06,1e-06,1e-06,1.4e-05,1.8e-05,1e-05,1.2e-05,1.3e-05,1.3e-05,9e-06,5e-06,.,.,.,.,.,.
EST,1956,1,interm,1,7,8.01815,0.055677,0.296474,0.152078,0.096771,0.147404,0.249778,0.306522,0.097337,0.09255,0.532216,0.737372,0.520194,0.638978,0.685307,0.794859,0.853287,0.856937,0.557497,0.346913,.,.,.,.,.,.
EST,1956,1,interm,1,8,20.77375,3.85563,5.872595,1.877706,1.230412,1.243003,0.813014,1.632773,0.539229,0.512711,0.536657,0.743522,0.324708,0.398855,0.207946,0.241186,0.258916,0.235909,0.153474,0.095503,.,.,.,.,.,.
EST,1956,1,interm,1,9,18.34539,0.179703,0.744874,0.365074,1.223302,2.051155,1.449525,1.557054,0.553324,0.526108,0.456707,0.632754,1.862746,2.2881,0.745583,0.864769,0.92834,0.932312,0.606532,0.377427,.,.,.,.,.,.
EST,1956,1,interm,1,10,7.424888,0,0,0,0,0,0,0,0,0,0.386414,0.535366,0.765652,0.940485,0.802822,0.93116,0.999607,1.003885,0.653095,0.406402,.,.,.,.,.,.
EST,1956,1,interm,1,11,13.95413,0,0,0,0,0,0,0,0,0,0,0,1.369681,1.682442,1.824563,2.116235,2.271792,2.281515,1.484281,0.923625,.,.,.,.,.,.
EST,1956,1,interm,1,12,351.9959,0,0,0,0,0,0.695628,2.375566,5.149543,4.896289,13.54172,18.76171,37.56027,46.13702,37.30095,43.2638,46.44399,46.64275,30.34429,18.88236,.,.,.,.,.,.
EST,1956,1,interm,1,13,14.34682,0,0.004149,0.003314,0.003383,0.00162,0.017422,0.007515,0.011231,0.010679,0.520744,0.721481,1.059307,1.301193,1.788208,2.074067,2.226526,2.236054,1.454706,0.905221,.,.,.,.,.,.
EST,1956,1,interm,1,14,32.47433,0,0,0,0,0,0.146385,0.0761,0.082716,0.078648,0.179512,0.24871,1.266728,1.555978,4.826597,5.598166,6.00967,6.035388,3.926431,2.443304,.,.,.,.,.,.
